Batch,Enrolment Type,Grade, School,Phone,Parent Email,Booked Time,Attendance
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Thursday, April 16, 2020",Trial,Grade 3,DPS MEGACITY,911100221083,s2m_test_20085@tests2m.com,16-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Thursday, April 16, 2020",Trial,Grade 3,SBOA,911100222572,s2m_test_21585@tests2m.com,16-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [III] 06:15pm - Thursday, April 16, 2020",Duplicate - Trial,Grade 2,Mamta Modern international school,911100222573,s2m_test_21586@tests2m.com,16-04-2020 18:15:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Thursday, April 16, 2020",Trial,Grade 3,Green Wood High school,911100222574,s2m_test_21587@tests2m.com,16-04-2020 18:15:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Friday, April 17, 2020",Duplicate - Trial,Grade 2,fREADom,911100222489,s2m_test_21504@tests2m.com,17-04-2020 11:15:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Friday, April 17, 2020",Trial,Grade 2,Sanskriti school,911100222575,s2m_test_21588@tests2m.com,17-04-2020 11:15:00,Cancelled
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Friday, April 17, 2020",Trial,Grade 2,DPS,911100222576,s2m_test_21589@tests2m.com,17-04-2020 11:15:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:15pm - Thursday, April 16, 2020",Trial,Grade 2,Vidya Vikas Academy,911100222577,s2m_test_21590@tests2m.com,16-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [II] 06:15pm - Thursday, April 16, 2020",Trial,Grade 2,"IIS sitapura,jaipur",911100222578,s2m_test_21591@tests2m.com,16-04-2020 18:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Friday, April 17, 2020",Trial,Grade 2,Secunderabad public school,911100222579,s2m_test_21592@tests2m.com,17-04-2020 11:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Friday, April 17, 2020",Trial,Grade 1,Green wood hunter road,911100222580,s2m_test_21593@tests2m.com,17-04-2020 11:15:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Friday, April 17, 2020",Trial,Grade 1,Amrit vidhyalaya,911100222581,s2m_test_21594@tests2m.com,17-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:15am - Friday, April 17, 2020",Duplicate - Trial,Grade 3,Sri Sankara senior secondary school,911100222546,s2m_test_21558@tests2m.com,17-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:15am - Friday, April 17, 2020",Trial,Grade 4,Lakshydeep,911100222582,s2m_test_21595@tests2m.com,17-04-2020 11:15:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:15am - Friday, April 17, 2020",Trial,Grade 4,St.Pauls English school,911100222583,s2m_test_21596@tests2m.com,17-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:15am - Friday, April 17, 2020",Trial,Grade 3,Delhi public school,911100222584,s2m_test_21597@tests2m.com,17-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:15am - Friday, April 17, 2020",Duplicate - Trial,Grade 4,Indraprastha Global School Noida,911100222585,s2m_test_21598@tests2m.com,17-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:15am - Friday, April 17, 2020",Trial,Grade 3,Indus valley world school	,911100222586,s2m_test_21599@tests2m.com,17-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:15am - Friday, April 17, 2020",Duplicate - Trial,Grade 3,Ncips,911100222587,s2m_test_21600@tests2m.com,17-04-2020 11:15:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:15am - Friday, April 17, 2020",Trial,Grade 4,Calorx Public School,911100222588,s2m_test_21601@tests2m.com,17-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:15am - Friday, April 17, 2020",Trial,Grade 4,Shri Sathya Sai vidhyamandir ,911100222589,s2m_test_21602@tests2m.com,17-04-2020 11:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:15am - Friday, April 17, 2020",Trial,Grade 3,DSE ATTAPUR,911100222590,s2m_test_21603@tests2m.com,17-04-2020 11:15:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Friday, April 17, 2020",Trial,Grade 2,DPS Megacity,911100222591,s2m_test_21604@tests2m.com,17-04-2020 11:15:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Friday, April 17, 2020",Trial,Grade 2,Ingraham institute,911100222592,s2m_test_21605@tests2m.com,17-04-2020 11:15:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Friday, April 17, 2020",Trial,Grade 1,Pollocks international ,911100222593,s2m_test_21606@tests2m.com,17-04-2020 11:15:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:15am - Friday, April 17, 2020",Trial,Grade 1,Kerala public school gamaria,911100222594,s2m_test_21607@tests2m.com,17-04-2020 11:15:00,Present
"fREADom Trial - Grades 1,2 [II] 11:15am - Friday, April 17, 2020",Trial,Grade 1,Royale Concorde international school,911100222595,s2m_test_21608@tests2m.com,17-04-2020 11:15:00,
"fREADom Trial - Grades 1,2 [II] 11:15am - Friday, April 17, 2020",Trial,Grade 1,Kerala public school kadma,911100222596,s2m_test_21609@tests2m.com,17-04-2020 11:15:00,
"fREADom Trial - Grades 1,2 [II] 11:15am - Friday, April 17, 2020",Trial,Grade 2,New Cambridge International Public School,911100222597,s2m_test_21610@tests2m.com,17-04-2020 11:15:00,
"fREADom Trial - Grades 1,2 [II] 11:15am - Friday, April 17, 2020",Trial,Grade 1,Suraj ,911100222598,s2m_test_21611@tests2m.com,17-04-2020 11:15:00,
"fREADom Trial - Grades 1,2 [II] 11:15am - Friday, April 17, 2020",Trial,Grade 1,N. S. N,911100221168,s2m_test_20169@tests2m.com,17-04-2020 11:15:00,
"fREADom Trial - Grades 3, 4  [I] 11:15am - Friday, April 17, 2020",Trial,Grade 4,Guru Gobind Singh Public School,911100221183,s2m_test_20184@tests2m.com,17-04-2020 11:15:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:15am - Friday, April 17, 2020",Trial,Grade 3,Sri Aurobindo international school,911100222599,s2m_test_21612@tests2m.com,17-04-2020 11:15:00,Present
"fREADom Trial - Grades 1,2 [II] 11:15am - Friday, April 17, 2020",Duplicate - Trial,Grade 2,St Paul's Rajkot,911100222555,s2m_test_21567@tests2m.com,17-04-2020 11:15:00,Present
"fREADom Trial - Grades 1,2 [II] 11:15am - Friday, April 17, 2020",Trial,Grade 1,Army primary school,911100221154,s2m_test_20155@tests2m.com,17-04-2020 11:15:00,Present
"fREADom Trial - Grades 1,2 [II] 04:00pm - Friday, April 17, 2020",Trial,Grade 2,Kumarans,911100222600,s2m_test_21613@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 1,2 [II] 04:00pm - Friday, April 17, 2020",Duplicate - Trial,Grade 2,fREADom,911100222489,s2m_test_21504@tests2m.com,17-04-2020 16:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 04:00pm - Friday, April 17, 2020",Trial,Grade 2,Don Bosco School ,911100222526,s2m_test_21614@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 1,2 [II] 04:00pm - Friday, April 17, 2020",Trial,Grade 2,Dpsh,911100222601,s2m_test_21615@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 1,2 [II] 04:00pm - Friday, April 17, 2020",Trial,Grade 1,Adharshila play way convent school,911100222602,s2m_test_21616@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 1,2 [II] 04:00pm - Friday, April 17, 2020",Trial,Grade 2,Airforce school avadi,911100222603,s2m_test_21617@tests2m.com,17-04-2020 16:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 04:00pm - Friday, April 17, 2020",Trial,Grade 1,Kerla public,911100222604,s2m_test_21618@tests2m.com,17-04-2020 16:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 04:00pm - Friday, April 17, 2020",Trial,Grade 1,Saint Paul School,911100222605,s2m_test_21619@tests2m.com,17-04-2020 16:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 04:00pm - Friday, April 17, 2020",Trial,Grade 2,KLE School,911100222606,s2m_test_21620@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 1,2 [II] 04:00pm - Friday, April 17, 2020",Duplicate - Trial,Grade 2,Ingraham institute,911100222592,s2m_test_21605@tests2m.com,17-04-2020 16:00:00,Cancelled
"fREADom Trial - Grades 3, 4  [II] 04:00pm - Friday, April 17, 2020",Trial,Grade 3,School of India,911100222607,s2m_test_21621@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 04:00pm - Friday, April 17, 2020",Duplicate - Trial,Grade 3,fREADom,911100222489,s2m_test_21504@tests2m.com,17-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 04:00pm - Friday, April 17, 2020",Trial,Grade 3,Delhi public school,911100222608,s2m_test_21622@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 04:00pm - Friday, April 17, 2020",Duplicate - Trial,Grade 4,Sri Sri Academy,911100222609,s2m_test_21623@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 04:00pm - Friday, April 17, 2020",Trial,Grade 4,Alpine public school,911100222610,s2m_test_21624@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 04:00pm - Friday, April 17, 2020",Trial,Grade 4,Kerala public school gamharia,911100222611,s2m_test_21625@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 04:00pm - Friday, April 17, 2020",Trial,Grade 4,Royal concorde,911100222612,s2m_test_21626@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 04:00pm - Friday, April 17, 2020",Trial,Grade 4,st paul's,911100222613,s2m_test_21627@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:15pm - Friday, April 17, 2020",Duplicate - Trial,Grade 4,Army Public School,911100221004,s2m_test_20005@tests2m.com,17-04-2020 18:15:00,absent
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Friday, April 17, 2020",Duplicate - Trial,Grade 2,St Paul's Rajkot,911100222555,s2m_test_21567@tests2m.com,17-04-2020 16:00:00,Present with video and audio off
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Friday, April 17, 2020",Duplicate - Trial,Grade 1,Millennium,911100221005,s2m_test_20006@tests2m.com,17-04-2020 16:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:15pm - Friday, April 17, 2020",Duplicate - Trial,Grade 1,Army Public School,911100221154,s2m_test_20155@tests2m.com,17-04-2020 18:15:00,Absent
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 4,Tashi Namgyal Academy,911100221307,s2m_test_20308@tests2m.com,17-04-2020 16:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:15pm - Friday, April 17, 2020",Trial,Grade 2,Bhartiya Vidya Bhavan,911100221003,s2m_test_21628@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 1,Dps,911100221308,s2m_test_20309@tests2m.com,17-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 3,Delhi Public School South ,911100221309,s2m_test_20310@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 4,St Patrick's,911100221301,s2m_test_20307@tests2m.com,17-04-2020 16:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 2,Cauvery glopal,911100221310,s2m_test_20311@tests2m.com,17-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:15pm - Friday, April 17, 2020",Duplicate - Trial,Grade 4,Saint Paul's school,911100221008,s2m_test_20009@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 4,MSB EDUCATIONAL INSTITUTE,911100221306,s2m_test_20306@tests2m.com,17-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 4,Medhansh vishal,911100221305,s2m_test_20305@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 1,N. S. N. Mantri school,911100221304,s2m_test_20304@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:15pm - Friday, April 17, 2020",Duplicate - Trial,Grade 3,TGFS Kashipur,911100221013,s2m_test_20014@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 4,Pollocks intelli school,911100221303,s2m_test_20303@tests2m.com,17-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:15pm - Friday, April 17, 2020",Trial,Grade 4,BD Memorial,911100221025,s2m_test_20026@tests2m.com,17-04-2020 18:15:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 2,Sri Aurobindo international school,911100221294,s2m_test_20294@tests2m.com,17-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:15pm - Friday, April 17, 2020",Trial,Grade 4,Amrit Vidhayalaya,911100221036,s2m_test_20037@tests2m.com,17-04-2020 18:15:00,Absent
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 4,Brain Tree International School,911100221291,s2m_test_20291@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 4,KNMS,911100221290,s2m_test_20290@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 4,S.s.mody VIDYA Vihar jhunjhunu,911100221288,s2m_test_20288@tests2m.com,17-04-2020 16:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 2,Sri Sri academy,911100221286,s2m_test_20286@tests2m.com,17-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:15pm - Friday, April 17, 2020",Trial,Grade 4,BDM International School,911100221047,s2m_test_20048@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 4,Airforce school Avadi,911100221282,s2m_test_20282@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:15pm - Friday, April 17, 2020",Trial,Grade 3,City Montessori school,911100221050,s2m_test_20051@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 4,Anand Niketan Maninagar,911100221281,s2m_test_20281@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 04:00pm - Friday, April 17, 2020",Duplicate - Trial,Grade 3,GT Vidhya Manthir,911100222614,s2m_test_21629@tests2m.com,17-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:15pm - Friday, April 17, 2020",Trial,Grade 3,SBOAJC,911100221055,s2m_test_20056@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:15pm - Friday, April 17, 2020",Trial,Grade 3,Kamala Niketen,911100221061,s2m_test_20062@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:15pm - Friday, April 17, 2020",Trial,Grade 2,Navrachana,911100222615,s2m_test_21630@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 2,Jodhamal,911100221280,s2m_test_20280@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:15pm - Friday, April 17, 2020",Trial,Grade 4,SSRVM J.P. Nagar,911100221069,s2m_test_20070@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 2,Delhi Public School,911100221277,s2m_test_20277@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 04:00pm - Friday, April 17, 2020",Trial,Grade 1,Kamala Niketan Montessori school,911100221276,s2m_test_20276@tests2m.com,17-04-2020 16:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 04:00pm - Friday, April 17, 2020",Trial,Grade 3,KLE CBSE School Nippani,911100222616,s2m_test_21631@tests2m.com,17-04-2020 16:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:15pm - Friday, April 17, 2020",Trial,Grade 3,DPS Panvel,911100221043,s2m_test_20044@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:15pm - Friday, April 17, 2020",Trial,Grade 4,Mahavir Institute of Education & Research,911100221045,s2m_test_20046@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Friday, April 17, 2020",Trial,Grade 4,Delhi public school,911100221279,s2m_test_20279@tests2m.com,17-04-2020 18:15:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Friday, April 17, 2020",Trial,Grade 4,B.D.M.I.,911100221102,s2m_test_20319@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:15pm - Friday, April 17, 2020",Trial,Grade 1,kulachi hansraj ashok vihar,911100221059,s2m_test_20060@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [II] 06:15pm - Friday, April 17, 2020",Trial,Grade 2,Delhi public school,911100221317,s2m_test_20318@tests2m.com,17-04-2020 18:15:00,
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Friday, April 17, 2020",Trial,Grade 4,Braintree international school,911100221315,s2m_test_20316@tests2m.com,17-04-2020 18:15:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Friday, April 17, 2020",Duplicate - Trial,Grade 4,Sachin anand,911100221095,s2m_test_20097@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [II] 06:15pm - Friday, April 17, 2020",Trial,Grade 4,NSN matriculation higher secondary school,911100221313,s2m_test_20314@tests2m.com,17-04-2020 18:15:00,
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Friday, April 17, 2020",Trial,Grade 4,The schram academy,911100221311,s2m_test_20312@tests2m.com,17-04-2020 18:15:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Friday, April 17, 2020",Trial,Grade 3,Sri Aurbindo international school,911100221293,s2m_test_20293@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:15pm - Friday, April 17, 2020",Trial,Grade 1,Vidya Global School,911100222617,s2m_test_21632@tests2m.com,17-04-2020 18:15:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:15pm - Friday, April 17, 2020",Trial,Grade 4,Kampala niketan,911100221285,s2m_test_20285@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:15pm - Friday, April 17, 2020",Trial,Grade 4,dps,911100222618,s2m_test_21633@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:15pm - Friday, April 17, 2020",Trial,Grade 4,Kle international school,911100221145,s2m_test_20146@tests2m.com,17-04-2020 18:15:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Friday, April 17, 2020",Trial,Grade 4,S.S.MODY VIDYA VIHAR JHUNJHUNU,911100221283,s2m_test_20283@tests2m.com,17-04-2020 18:15:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:15pm - Friday, April 17, 2020",Duplicate - Trial,Grade 2,"SSRVM, Agartala",911100221020,s2m_test_20021@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:15pm - Friday, April 17, 2020",Trial,Grade 2,SKPS,911100221028,s2m_test_20029@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:15pm - Friday, April 17, 2020",Trial,Grade 2,DPS megacity,911100221048,s2m_test_20049@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:15pm - Friday, April 17, 2020",Trial,Grade 3,SSRVM Bangalore south,911100221265,s2m_test_20265@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:15pm - Friday, April 17, 2020",Trial,Grade 3,Krishnamal ramasubbaiyer school,911100222619,s2m_test_21634@tests2m.com,17-04-2020 18:15:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:15pm - Friday, April 17, 2020",Trial,Grade 3,The Shriram Universal School,911100222620,s2m_test_21635@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [II] 06:15pm - Friday, April 17, 2020",Trial,Grade 1,Edify,911100221259,s2m_test_20259@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:15pm - Friday, April 17, 2020",Trial,Grade 2,Dps,911100221052,s2m_test_20053@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [II] 06:15pm - Friday, April 17, 2020",Trial,Grade 2,K. L. Maruthamani,911100221268,s2m_test_20268@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:15pm - Friday, April 17, 2020",Trial,Grade 3,Sri Venkateshwar International School,911100222621,s2m_test_21636@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [II] 06:15pm - Friday, April 17, 2020",Trial,Grade 2,SRM public school,911100221257,s2m_test_20257@tests2m.com,17-04-2020 18:15:00,Present
"fREADom Trial - Grades 1,2 [II] 06:15pm - Friday, April 17, 2020",Trial,Grade 2,Manjushree public,911100221253,s2m_test_20254@tests2m.com,17-04-2020 18:15:00,Absent
